"excel_file_name","id","sex","dob","doe","age_months","age_years","age_years_group","location","percentage_correct","ses","within_id","twins","item","acc","subj_acc","quartile","bigger_places","places","length_diff","one_digit_diff_not_zero","transposition","inserting_zero","e3_categories","category","left_num","right_num","left_number_range","right_number_range","item_comparison_unordered","item_comparison","item_type","task"
"Digit Training/sheet: data",282,"F","9/12/03","6/2/10",80.75657895,6.73,6,"Lab",100,NA,"9/12/03 6/2/10 F Lab","n","677 v 766",1,1,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",677,766,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","N"
"Digit Training/sheet: data",283,"M","9/9/03","6/2/10",80.85526316,6.74,6,"Lab",100,NA,"9/9/03 6/2/10 M Lab","n","677 v 766",1,1,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",677,766,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","N"
"Digit Training/sheet: data",284,"M","8/11/03","5/20/10",81.38157895,6.78,6,"Lab",100,NA,"8/11/03 5/20/10 M Lab","n","677 v 766",1,1,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",677,766,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","N"
"Digit Training/sheet: data",285,"M","12/13/03","10/5/10",81.84210526,6.82,6,"Lab",90,NA,"12/13/03 10/5/10 M Lab","n","677 v 766",1,0.9,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",677,766,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","N"
"Digit Training/sheet: data",193,"M","9/28/06","10/7/10",48.35526316,4.03,4,"Lab",85,NA,"9/28/06 10/7/10 M Lab","n","8503 v 8350",1,0.85,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",194,"M","9/29/06","10/14/10",48.55263158,4.05,4,"Lab",95,NA,"9/29/06 10/14/10 M Lab","n","8503 v 8350",1,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",197,"F","2/7/06","3/15/10",49.24342105,4.1,4,"Lab",65,NA,"2/7/06 3/15/10 F Lab","n","8503 v 8350",1,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",198,"F","9/8/06","10/20/10",49.44078947,4.12,4,"Lab",60,NA,"9/8/06 10/20/10 F Lab","n","8503 v 8350",0,0.6,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",199,"F","12/28/05","3/11/10",50.46052632,4.21,4,"Lab",60,NA,"12/28/05 3/11/10 F Lab","n","8503 v 8350",0,0.6,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",200,"M","1/30/06","4/21/10",50.72368421,4.23,4,"Lab",75,NA,"1/30/06 4/21/10 M Lab","n","8503 v 8350",0,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",201,"M","7/7/06","9/27/10",50.75657895,4.23,4,"Lab",70,NA,"7/7/06 9/27/10 M Lab","n","8503 v 8350",0,0.7,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",202,"F","6/29/06","9/21/10",50.82236842,4.24,4,"Lab",90,NA,"6/29/06 9/21/10 F Lab","n","8503 v 8350",1,0.9,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",203,"M","12/6/05","3/3/10",50.92105263,4.24,4,"Lab",70,NA,"12/6/05 3/3/10 M Lab","n","8503 v 8350",1,0.7,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",204,"F","6/19/06","9/22/10",51.18421053,4.27,4,"Lab",60,NA,"6/19/06 9/22/10 F Lab","n","8503 v 8350",1,0.6,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",205,"M","4/15/06","10/6/10",53.78289474,4.48,4,"Lab",70,NA,"4/15/06 10/6/10 M Lab","n","8503 v 8350",0,0.7,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",206,"M","10/19/05","4/14/10",53.88157895,4.49,4,"Lab",75,NA,"10/19/05 4/14/10 M Lab","n","8503 v 8350",1,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",207,"M","1/30/06","8/26/10",54.90131579,4.58,4,"Lab",75,NA,"1/30/06 8/26/10 M Lab","n","8503 v 8350",1,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",208,"M","8/4/05","3/19/10",55.52631579,4.63,4,"Lab",65,NA,"8/4/05 3/19/10 M Lab","n","8503 v 8350",0,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",209,"F","8/30/05","5/18/10",56.64473684,4.72,4,"Lab",75,NA,"8/30/05 5/18/10 F Lab","n","8503 v 8350",1,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",210,"F","1/28/06","10/26/10",56.97368421,4.75,4,"Lab",80,NA,"1/28/06 10/26/10 F Lab","n","8503 v 8350",1,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",211,"M","12/6/05","9/24/10",57.66447368,4.81,4,"Lab",80,NA,"12/6/05 9/24/10 M Lab","n","8503 v 8350",0,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",212,"F","7/9/05","5/17/10",58.32236842,4.86,4,"Lab",65,NA,"7/9/05 5/17/10 F Lab","n","8503 v 8350",0,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",213,"F","7/8/05","5/18/10",58.38815789,4.87,4,"Lab",55,NA,"7/8/05 5/18/10 F Lab","n","8503 v 8350",0,0.55,1,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",214,"F","5/26/05","4/26/10",59.07894737,4.92,4,"Lab",90,NA,"5/26/05 4/26/10 F Lab","n","8503 v 8350",1,0.9,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",226,"M","3/5/05","3/8/10",60.16447368,5.01,5,"Lab",75,NA,"3/5/05 3/8/10 M Lab","n","8503 v 8350",0,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",227,"F","2/7/05","3/9/10",61.05263158,5.09,5,"Lab",90,NA,"2/7/05 3/9/10 F Lab","n","8503 v 8350",1,0.9,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",228,"F","2/14/05","3/20/10",61.18421053,5.1,5,"Lab",70,NA,"2/14/05 3/20/10 F Lab","n","8503 v 8350",0,0.7,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",229,"M","2/11/05","3/19/10",61.25,5.1,5,"Lab",80,NA,"2/11/05 3/19/10 M Lab","n","8503 v 8350",0,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",231,"M","1/10/05","3/8/10",61.94078947,5.16,5,"Lab",100,NA,"1/10/05 3/8/10 M Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",232,"M","7/8/05","9/20/10",62.5,5.21,5,"Lab",80,NA,"7/8/05 9/20/10 M Lab","n","8503 v 8350",0,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",233,"F","7/8/05","9/22/10",62.56578947,5.21,5,"Lab",65,NA,"7/8/05 9/22/10 F Lab","n","8503 v 8350",0,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",234,"F","7/15/05","9/29/10",62.56578947,5.21,5,"Lab",60,NA,"7/15/05 9/29/10 F Lab","n","8503 v 8350",1,0.6,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",235,"M","7/3/05","9/29/10",62.96052632,5.25,5,"Lab",85,NA,"7/3/05 9/29/10 M Lab","n","8503 v 8350",1,0.85,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",236,"M","1/6/05","4/6/10",63.02631579,5.25,5,"Lab",100,NA,"1/6/05 4/6/10 M Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",237,"M","6/23/05","9/27/10",63.22368421,5.27,5,"Lab",100,NA,"6/23/05 9/27/10 M Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",238,"M","6/21/05","10/7/10",63.61842105,5.3,5,"Lab",80,NA,"6/21/05 10/7/10 M Lab","n","8503 v 8350",1,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",239,"F","5/8/05","8/26/10",63.68421053,5.31,5,"Lab",85,NA,"5/8/05 8/26/10 F Lab","n","8503 v 8350",1,0.85,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",241,"M","9/30/04","3/11/10",65.39473684,5.45,5,"Lab",70,NA,"9/30/04 3/11/10 M Lab","n","8503 v 8350",0,0.7,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",242,"F","2/23/05","9/14/10",66.74342105,5.56,5,"Lab",75,NA,"2/23/05 9/14/10 F Lab","n","8503 v 8350",1,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",243,"M","7/4/04","3/15/10",68.42105263,5.7,5,"Lab",70,NA,"7/4/04 3/15/10 M Lab","n","8503 v 8350",1,0.7,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",244,"F","8/3/04","4/20/10",68.61842105,5.72,5,"Lab",70,NA,"8/3/04 4/20/10 F Lab","n","8503 v 8350",1,0.7,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",245,"M","7/1/04","3/23/10",68.78289474,5.73,5,"Lab",70,NA,"7/1/04 3/23/10 M Lab","n","8503 v 8350",0,0.7,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",246,"F","10/25/04","9/2/10",70.32894737,5.86,5,"Lab",100,NA,"10/25/04 9/2/10 F Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",247,"F","5/7/04","4/16/10",71.38157895,5.95,5,"Lab",90,NA,"5/7/04 4/16/10 F Lab","n","8503 v 8350",1,0.9,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",248,"M","5/13/04","4/27/10",71.54605263,5.96,5,"Lab",100,NA,"5/13/04 4/27/10 M Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",254,"F","6/29/04","7/7/10",72.33552632,6.03,6,"Lab",100,NA,"6/29/04 7/7/10 F Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",255,"M","6/21/04","6/30/10",72.36842105,6.03,6,"Lab",90,NA,"6/21/04 6/30/10 M Lab","n","8503 v 8350",1,0.9,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",256,"M","6/9/04","7/2/10",72.82894737,6.07,6,"Lab",90,NA,"6/9/04 7/2/10 M Lab","n","8503 v 8350",1,0.9,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",257,"F","6/4/04","7/2/10",72.99342105,6.08,6,"Lab",95,NA,"6/4/04 7/2/10 F Lab","n","8503 v 8350",1,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",258,"M","7/29/04","8/27/10",73.02631579,6.09,6,"Lab",100,NA,"7/29/04 8/27/10 M Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",259,"M","8/2/04","9/7/10",73.25657895,6.1,6,"Lab",100,NA,"8/2/04 9/7/10 M Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",261,"F","9/13/04","10/25/10",73.45394737,6.12,6,"Lab",65,NA,"9/13/04 10/25/10 F Lab","n","8503 v 8350",0,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",262,"F","7/27/04","9/14/10",73.68421053,6.14,6,"Lab",85,NA,"7/27/04 9/14/10 F Lab","n","8503 v 8350",1,0.85,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",263,"M","7/8/04","9/15/10",74.34210526,6.2,6,"Lab",70,NA,"7/8/04 9/15/10 M Lab","n","8503 v 8350",1,0.7,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",264,"M","7/9/04","9/16/10",74.34210526,6.2,6,"Lab",75,NA,"7/9/04 9/16/10 M Lab","n","8503 v 8350",1,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",265,"M","7/14/04","9/21/10",74.34210526,6.2,6,"Lab",95,NA,"7/14/04 9/21/10 M Lab","n","8503 v 8350",1,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",266,"M","12/31/03","3/10/10",74.375,6.2,6,"Lab",80,NA,"12/31/03 3/10/10 M Lab","n","8503 v 8350",0,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",268,"F","5/26/04","8/30/10",75.23026316,6.27,6,"Lab",90,NA,"5/26/04 8/30/10 F Lab","n","8503 v 8350",1,0.9,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",269,"F","6/4/04","9/28/10",75.88815789,6.32,6,"Lab",95,NA,"6/4/04 9/28/10 F Lab","n","8503 v 8350",1,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",270,"F","5/7/04","9/1/10",75.92105263,6.33,6,"Lab",95,NA,"5/7/04 9/1/10 F Lab","n","8503 v 8350",1,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",271,"F","2/14/04","6/17/10",76.15131579,6.35,6,"Lab",80,NA,"2/14/04 6/17/10 F Lab","n","8503 v 8350",1,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",272,"F","1/30/04","6/3/10",76.18421053,6.35,6,"Lab",90,NA,"1/30/04 6/3/10 F Lab","n","8503 v 8350",1,0.9,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",273,"M","10/1/03","2/26/10",76.97368421,6.41,6,"Lab",85,NA,"10/1/03 2/26/10 M Lab","n","8503 v 8350",0,0.85,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",274,"F","3/24/04","9/7/10",77.56578947,6.46,6,"Lab",85,NA,"3/24/04 9/7/10 F Lab","n","8503 v 8350",0,0.85,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",275,"F","3/12/04","9/15/10",78.22368421,6.52,6,"Lab",100,NA,"3/12/04 9/15/10 F Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",276,"F","9/17/03","5/20/10",80.16447368,6.68,6,"Lab",100,NA,"9/17/03 5/20/10 F Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",277,"F","1/6/04","9/15/10",80.39473684,6.7,6,"Lab",90,NA,"1/6/04 9/15/10 F Lab","n","8503 v 8350",1,0.9,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",278,"M","1/14/04","9/24/10",80.42763158,6.7,6,"Lab",95,NA,"1/14/04 9/24/10 M Lab","n","8503 v 8350",1,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",279,"F","9/13/03","5/28/10",80.55921053,6.71,6,"Lab",100,NA,"9/13/03 5/28/10 F Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",280,"M","9/16/03","6/2/10",80.625,6.72,6,"Lab",100,NA,"9/16/03 6/2/10 M Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",281,"F","7/12/03","3/31/10",80.72368421,6.73,6,"Lab",95,NA,"7/12/03 3/31/10 F Lab","n","8503 v 8350",1,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",282,"F","9/12/03","6/2/10",80.75657895,6.73,6,"Lab",100,NA,"9/12/03 6/2/10 F Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",283,"M","9/9/03","6/2/10",80.85526316,6.74,6,"Lab",100,NA,"9/9/03 6/2/10 M Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",284,"M","8/11/03","5/20/10",81.38157895,6.78,6,"Lab",100,NA,"8/11/03 5/20/10 M Lab","n","8503 v 8350",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",285,"M","12/13/03","10/5/10",81.84210526,6.82,6,"Lab",90,NA,"12/13/03 10/5/10 M Lab","n","8503 v 8350",1,0.9,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",8503,8350,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","N"
"Digit Training/sheet: data",193,"M","9/28/06","10/7/10",48.35526316,4.03,4,"Lab",85,NA,"9/28/06 10/7/10 M Lab","n","189 v 198",1,0.85,3,3,"3v3","n","n","y","n","3d_trans","M-SP-with-T",189,198,"hundred","hundred","hundred_hundred","hundred_hundred","Transposition","N"
"Digit Training/sheet: data",194,"M","9/29/06","10/14/10",48.55263158,4.05,4,"Lab",95,NA,"9/29/06 10/14/10 M Lab","n","189 v 198",1,0.95,4,3,"3v3","n","n","y","n","3d_trans","M-SP-with-T",189,198,"hundred","hundred","hundred_hundred","hundred_hundred","Transposition","N"
